user_id,event,event_timestamp
YX3Y5oUF2sKOgiXucJiNRQ==,first-payment,2023-03-29 00:00:00.000000 UTC
RsNXlQ8bJkripA8tx7Y2lA==,first-payment,2023-01-20 00:00:00.000000 UTC
srYa1Ft5Mv9aNSDT8dA3CA==,first-payment,2023-03-31 00:00:00.000000 UTC
waCMMbfiL5kvm/EUl8CwGQ==,first-payment,2023-01-30 00:00:00.000000 UTC
Mg8TkOL2rh9GXlmP6Z1XHQ==,first-payment,2023-02-16 00:00:00.000000 UTC
8nkLzWiZ58axrNpPLQUQ5g==,first-payment,2023-01-20 00:00:00.000000 UTC
OcIT8Hg6yHH94VjvI+GeTA==,first-payment,2023-01-10 00:00:00.000000 UTC
yrIpfSMRqfmqLlsv34ilaA==,first-payment,2023-04-20 00:00:00.000000 UTC
wlEUBsKuZ2h/J9Y0lj9Jgg==,first-payment,2023-01-22 00:00:00.000000 UTC
rrBQjAZnhBEotO5LhxMDzQ==,first-payment,2023-03-03 00:00:00.000000 UTC
2iZQsjmU+7JCUOCWIIF4yA==,first-payment,2023-01-15 00:00:00.000000 UTC
KAhdzn3ZKounWwPEEfzD5g==,first-payment,2023-03-31 00:00:00.000000 UTC
djNS0Tf8AD6vnc1gUU4dbw==,first-payment,2023-03-30 00:00:00.000000 UTC
Kbv0QG8FX4XIuGfgwwZY0Q==,first-payment,2023-02-09 00:00:00.000000 UTC
b3TImLMJBXFWegZGej7SuQ==,first-payment,2023-01-26 00:00:00.000000 UTC
9F2gitVeh0IQhogCoKkc+A==,first-payment,2023-01-22 00:00:00.000000 UTC
Mk/X1+2ibn/YHvhw2A3i2A==,first-payment,2023-02-26 00:00:00.000000 UTC
rWVK2/ooolBq7I+LQ2f/HA==,first-payment,2023-05-27 00:00:00.000000 UTC
Y4fyJfdiIH7EXCwkdC9mcA==,first-payment,2023-10-10 17:22:58.000000 UTC
zjEApoRYVhd/bUischLijg==,first-payment,2023-01-21 00:00:00.000000 UTC
IfU2mshvWFj7ySENKeEHEA==,first-payment,2023-01-13 00:00:00.000000 UTC
4ll7i6EOLp3rJp5565umSw==,first-payment,2023-01-24 00:00:00.000000 UTC
5Hiibw2GciptlEs/I1tuAA==,first-payment,2023-05-13 00:00:00.000000 UTC
/UsEN40NaiXNosrZ2QYl3w==,first-payment,2023-03-31 00:00:00.000000 UTC
IoxDGEu5kxBtf3orl2Zpbg==,first-payment,2023-01-19 00:00:00.000000 UTC
cfG2xHPlAOHuH+xhzgdrag==,first-payment,2023-01-07 00:00:00.000000 UTC
4t6YnCMdD/xPnz/SMLIciA==,first-payment,2023-03-31 00:00:00.000000 UTC
FRhadHm2ds8XR74zH3978Q==,first-payment,2023-01-21 00:00:00.000000 UTC
Iyw+Bdrt7gKLeWck0fTU7Q==,first-payment,2023-01-20 00:00:00.000000 UTC
Tvt6btlHfPEoRSpCL2ADgQ==,first-payment,2023-01-25 00:00:00.000000 UTC
BBI4xeMaDBVmeqGXG0k4wg==,first-payment,2023-01-16 00:00:00.000000 UTC
BsJ0CcrWavPfG4Ql00FnCQ==,first-payment,2023-01-22 00:00:00.000000 UTC
S4jrui5IztqcoCLPuVA8nA==,first-payment,2023-02-20 00:00:00.000000 UTC
qF5zHgFP44l37QALjxvhBg==,first-payment,2023-01-21 00:00:00.000000 UTC
21Q/2nAEy/NtruyenqxVPQ==,first-payment,2023-06-04 00:00:00.000000 UTC
+/18tZurYJnxDtCb2qfYGQ==,first-payment,2023-05-18 00:00:00.000000 UTC
1KBFahxQekq7iHU10sFT7w==,first-payment,2023-01-26 00:00:00.000000 UTC
majof5qhw9PeVZok7GZMSw==,first-payment,2023-01-07 00:00:00.000000 UTC
r7gKD4i2YXoIWCETP25zCw==,first-payment,2023-01-29 00:00:00.000000 UTC
hJf67QdVj9+ujClIiml4Ew==,first-payment,2023-01-23 00:00:00.000000 UTC
jhvIf/Qv4FwVdNu1Bq6mwg==,first-payment,2023-03-31 00:00:00.000000 UTC
5WaEVNNcUdfSm3AG4XNnaw==,first-payment,2023-01-27 00:00:00.000000 UTC
dKeA9PY5Ys0KAaWqz+sHhg==,first-payment,2023-10-12 12:21:16.000000 UTC
B+NiKD7cSs5k9JgH2qsQTQ==,first-payment,2023-04-01 00:00:00.000000 UTC
og6NsA5j7J8rjHKkokG08g==,first-payment,2023-05-01 00:00:00.000000 UTC
X/mOOeatNJoVlJePxjrqKQ==,first-payment,2023-03-31 00:00:00.000000 UTC
Q4gua2Lmz9n9DKbXKbpl9w==,first-payment,2023-07-16 00:00:00.000000 UTC
AHGzd1IPeTxgdkazVzZr+w==,first-payment,2023-02-03 00:00:00.000000 UTC
r8Kc7TtjuN+eLUyICCw4vA==,first-payment,2023-04-12 00:00:00.000000 UTC
0386iYfELH5wwTVKRxPpPg==,first-payment,2023-09-03 00:00:00.000000 UTC
lFOLxQpYazPbcArnusk8nw==,first-payment,2023-05-01 00:00:00.000000 UTC
CixerHxfxZ+kRzKSOtWpuA==,first-payment,2023-03-06 00:00:00.000000 UTC
29YS032smPN5u3sWrsQSOw==,first-payment,2023-01-23 00:00:00.000000 UTC
NMWgRmTm4meGSOdHTqzBbQ==,first-payment,2023-03-17 00:00:00.000000 UTC
/WTUtbe+/wBIhPPhNaElFw==,first-payment,2023-10-19 15:02:56.000000 UTC
Fkzt++hfNfsItPaub9CQ5g==,first-payment,2023-06-29 00:00:00.000000 UTC
Qiiwcq62tVxSqPDv1IW31A==,first-payment,2023-09-01 00:00:00.000000 UTC
96vJ3kogXIJvxQXBZzGRtA==,first-payment,2023-01-04 00:00:00.000000 UTC
RzFlSMAqKlg6+UDrfSsOpg==,first-payment,2023-01-22 00:00:00.000000 UTC
+FFk5RcbNnQeMRnWB+Tm8Q==,first-payment,2023-03-27 00:00:00.000000 UTC
e7Xqg9N7caKM0ZpUW3lrGw==,first-payment,2023-01-20 00:00:00.000000 UTC
B799oV3zThfagzxz6h/7cw==,first-payment,2023-01-24 00:00:00.000000 UTC
kdocppmIIEUGdUE5biGWdw==,first-payment,2023-01-15 00:00:00.000000 UTC
tONClWTmomv9j2VNQNeFww==,first-payment,2023-01-23 00:00:00.000000 UTC
/584E0pDoz5rF4ICN52KAQ==,first-payment,2023-03-31 00:00:00.000000 UTC
g6lu0fLG8eqopd62AdhI/Q==,first-payment,2023-02-11 00:00:00.000000 UTC
aHWqHYUnaGA0qtaKyVKdIQ==,first-payment,2023-04-01 00:00:00.000000 UTC
1vNjrXmXTMDys815Wt65lQ==,first-payment,2023-01-27 00:00:00.000000 UTC
I4WkQX/gVDQpCSG8JCw8BA==,first-payment,2023-04-17 00:00:00.000000 UTC
KVhkf9jNnYDrZi9gcxvCNg==,first-payment,2023-10-14 09:31:28.000000 UTC
SnXrbu6mrkxqWrXbFVCmrA==,first-payment,2023-05-02 00:00:00.000000 UTC
eKHt86xB1Cok1SoxbObU+Q==,first-payment,2023-01-26 00:00:00.000000 UTC
fN0KDG0Gu8YrWoTQAbAxtg==,first-payment,2023-01-20 00:00:00.000000 UTC
IOdUSN2onmBEZ0WC601lxg==,first-payment,2023-05-02 00:00:00.000000 UTC
e60FM+sV7Yar/m0d7gm6xQ==,first-payment,2023-01-26 00:00:00.000000 UTC
V9Zax0cMC03xdtNSgtWAtA==,first-payment,2023-10-28 19:21:43.000000 UTC
VymbCuQQ/KpiywIddMrpwg==,first-payment,2023-07-20 00:00:00.000000 UTC
GZLrswOQU0uy8k9ovsTgHw==,first-payment,2023-08-11 00:00:00.000000 UTC
ogF8yGD3vFDpZa24Con+vg==,first-payment,2023-05-29 00:00:00.000000 UTC
mugl++87VyxcrXaXe27U8A==,first-payment,2023-03-23 00:00:00.000000 UTC
x8rg45Il3F0tzKH0QgvbfA==,first-payment,2023-04-10 00:00:00.000000 UTC
G6SOoKG4UIfIfoQiXDMndg==,first-payment,2023-09-08 00:00:00.000000 UTC
5kHHEB0T2b1m3K9CByAoZw==,first-payment,2023-06-14 00:00:00.000000 UTC
HA+/y9F2RW5H2aNf+THHxQ==,first-payment,2023-03-31 00:00:00.000000 UTC
qCWSCUVQW083W585FkQkZw==,first-payment,2023-03-20 00:00:00.000000 UTC
YYnM+kltM14C4ebmGeVX3A==,first-payment,2023-04-01 00:00:00.000000 UTC
gjZkpTUPDws2ri3KnMTB3w==,first-payment,2023-04-29 00:00:00.000000 UTC
BUV5xP41S5DCo5u3Jtd+zA==,first-payment,2023-06-03 00:00:00.000000 UTC
ymjg9AT1P5ED9sBSNgKM6g==,first-payment,2023-04-22 00:00:00.000000 UTC
giXhAX4dV6hcwG93AimVhA==,first-payment,2023-03-30 00:00:00.000000 UTC
EE6JpiYjF0Y5nR/Z51/A9g==,first-payment,2023-03-16 00:00:00.000000 UTC
LeOoUW+Vv2njonANCzDoFw==,first-payment,2023-08-11 00:00:00.000000 UTC
WAMFQzJzP+vK56bQWtZGIw==,first-payment,2023-05-06 00:00:00.000000 UTC
LsIDvkE5eWkn28Gte00p7A==,first-payment,2023-03-30 00:00:00.000000 UTC
qoMUiUzzLaTmlDKFclg7YQ==,first-payment,2023-06-01 00:00:00.000000 UTC
UffHwduByBhQ6MdiJFdXAg==,first-payment,2023-03-17 00:00:00.000000 UTC
rRdgSFLEYBkkVrp31UFrGA==,first-payment,2023-08-14 00:00:00.000000 UTC
yFOqeHBmkjVBexWr9PEy/g==,first-payment,2023-09-08 00:00:00.000000 UTC
s6j8rgLu2Dc3MU6iWKCgNg==,first-payment,2023-03-31 00:00:00.000000 UTC
OqQ10AyVivWjEUmbGVCxJQ==,first-payment,2023-03-05 00:00:00.000000 UTC
HRHa+kEHalJcDO6pDqQvEw==,first-payment,2023-08-07 00:00:00.000000 UTC
QxZvsgrLJDAYDGai6Zq9fw==,first-payment,2023-03-31 00:00:00.000000 UTC
noM8WmZSGMUJB9f6Rh+tKg==,first-payment,2023-03-23 00:00:00.000000 UTC
9awiKVaPuk5kRBsgnmigfQ==,first-payment,2023-06-09 00:00:00.000000 UTC
Bzxqen1RT8T94e2IPZJ73w==,first-payment,2023-06-24 00:00:00.000000 UTC
Gr0eJBWQRq16GtfCB1DkRQ==,first-payment,2023-08-18 00:00:00.000000 UTC
xTuKQhZA7d5LlQySnrCD+Q==,first-payment,2023-06-13 00:00:00.000000 UTC
/cds2BuoWjNdst+rA7gH6w==,first-payment,2023-03-20 00:00:00.000000 UTC
M6ZKD99/xtDPVhI5RDJc0w==,first-payment,2023-03-12 00:00:00.000000 UTC
3Tind/++3l7ctArMdmuA4w==,first-payment,2023-05-21 00:00:00.000000 UTC
WatoFG2dxg41a5jc3/uVNg==,first-payment,2023-08-24 00:00:00.000000 UTC
FFywmm0ATjoKvfzq4Y82cw==,first-payment,2023-05-02 00:00:00.000000 UTC
t5Unc61VjFlI1VlrjLpcHg==,first-payment,2023-07-06 00:00:00.000000 UTC
BjEBSE1h0TOVPuodC1HCGQ==,first-payment,2023-04-03 00:00:00.000000 UTC
ArW8RaLISd1WNX4uOq37Vw==,first-payment,2023-05-02 00:00:00.000000 UTC
zWixiNMjPd28Qb+EM1cvCg==,first-payment,2023-10-07 16:21:31.000000 UTC
pE9JYyb/eo6XT0bE2AOP6A==,first-payment,2023-07-15 00:00:00.000000 UTC
w4DCGU1EsxhebTbaI5dEmw==,first-payment,2023-03-27 00:00:00.000000 UTC
ew6VUA3W9+KkBfV/cRyuHQ==,first-payment,2023-07-21 00:00:00.000000 UTC
yFpAYOWGPX9nRI/4h/5vXA==,first-payment,2023-04-01 00:00:00.000000 UTC
rUCSB3h5pe/AKzWJ7fz0+w==,first-payment,2023-04-14 00:00:00.000000 UTC
2+2UtYwAw/Va7mRBU3ezhg==,first-payment,2023-03-16 00:00:00.000000 UTC
NZXKZYypZ0IJ9YRBiYe+MA==,first-payment,2023-05-12 00:00:00.000000 UTC
Etr3RBXSItEV01+lbANWmw==,first-payment,2023-10-14 09:31:28.000000 UTC
BinPeWLmmhgcGYyCCE8eAg==,first-payment,2023-07-07 00:00:00.000000 UTC
YLuGRla7v7jFB2fytwhV7w==,first-payment,2023-03-27 00:00:00.000000 UTC
O0IS+Oh2ZWvHvNZbASSrNg==,first-payment,2023-04-23 00:00:00.000000 UTC
KIjw7gy2J+JtRuvDoRwo5w==,first-payment,2023-03-30 00:00:00.000000 UTC
qLI+djEn5rw7GslGK8EP1A==,first-payment,2023-04-27 00:00:00.000000 UTC
p57YO4+IQS8sr3j4gpv3xA==,first-payment,2023-03-09 00:00:00.000000 UTC
PyBJNs2GlaqlxzOMF7SJIg==,first-payment,2023-09-14 00:00:00.000000 UTC
XkuNCj0rM86q1FV3u6FUfQ==,first-payment,2023-09-14 00:00:00.000000 UTC
5uvLi3QnmZerDdWEMMi3TQ==,first-payment,2023-03-30 00:00:00.000000 UTC
yfhJUnWQB/z+/6TO7cZ/3g==,first-payment,2023-01-29 00:00:00.000000 UTC
Qnnz4Ay9cp6B7Foo4cWxCA==,first-payment,2023-10-14 09:31:28.000000 UTC
DvZDH9tgnXypxMQheGe4aw==,first-payment,2023-02-06 00:00:00.000000 UTC
HCIkvsf0fvbH/j88uQ1KDA==,first-payment,2023-03-02 00:00:00.000000 UTC
LAXLg7bY0oy2uPxfuo9gzQ==,first-payment,2023-02-05 00:00:00.000000 UTC
v9F5EhNMF0o+OopFYPT+CQ==,first-payment,2023-02-17 00:00:00.000000 UTC
wql6stIYRFcHZgCLkvKfsQ==,first-payment,2023-03-31 00:00:00.000000 UTC
s1cLNF4kYDQt7NWqd0fKSw==,first-payment,2023-02-18 00:00:00.000000 UTC
d5sMyw4D5h0qj5Hdq/6QPg==,first-payment,2023-06-24 00:00:00.000000 UTC
plcbWzFYu6/kpLKMTCEi4w==,first-payment,2023-03-03 00:00:00.000000 UTC
2uCwjO7Z0VEtynetV0C9VA==,first-payment,2023-04-20 00:00:00.000000 UTC
sFV8ijY46g56PaS103fbmg==,first-payment,2023-03-03 00:00:00.000000 UTC
50QtiEzwMY0+XNp29/O4rg==,first-payment,2023-03-11 00:00:00.000000 UTC
VcvyEEj88vc/tZ24Ap6Uyw==,first-payment,2023-04-20 00:00:00.000000 UTC
eehnlVZ6lsQ2UNJWAyTQhw==,first-payment,2023-04-03 00:00:00.000000 UTC
XDuZy1Thu80dTIcOS35Hgw==,first-payment,2023-05-21 00:00:00.000000 UTC
4b4xFvT2QYudUaGlQ+t7jw==,first-payment,2023-03-17 00:00:00.000000 UTC
Ng6yRn4LkPcNh16OXr/Usw==,first-payment,2023-05-23 00:00:00.000000 UTC
ZpU3FdabcKmbdYpNZGYOLA==,first-payment,2023-03-31 00:00:00.000000 UTC
dLmOVEBiyc2J+PZ3A8JcTA==,first-payment,2023-07-27 00:00:00.000000 UTC
u2y97oPwGfuIk8fwwKRCoQ==,first-payment,2023-02-16 00:00:00.000000 UTC
aCeY5Po7R9SrxOww8O0Wpg==,first-payment,2023-05-27 00:00:00.000000 UTC
Pp1hno4r90WnRKMmllGU0Q==,first-payment,2023-05-15 00:00:00.000000 UTC
Sl5AaOs3CveDo6AWULedrQ==,first-payment,2023-02-14 00:00:00.000000 UTC
3Cm1Z83xMVdIZsXwq1DCmw==,first-payment,2023-03-26 00:00:00.000000 UTC
BGJlK8WhGI+NsurJdNutpQ==,first-payment,2023-05-09 00:00:00.000000 UTC
j0hDQF/tBw36ZHANevBDfw==,first-payment,2023-05-02 00:00:00.000000 UTC
wuBUHbilOa/MHN9VNmsbVg==,first-payment,2023-04-15 00:00:00.000000 UTC
3HqF/LgiUMIHmfPYtbmt7Q==,first-payment,2023-03-18 00:00:00.000000 UTC
ESooNmQWFBaAP8OfngSN5g==,first-payment,2023-04-08 00:00:00.000000 UTC
Pz3vXDfC3juZoMBAlFWh4Q==,first-payment,2023-03-31 00:00:00.000000 UTC
G4vbxJtFSFIOaxwHgwQYJw==,first-payment,2023-02-09 00:00:00.000000 UTC
i7Qp9T9Ku9+QlwSDHWL/TQ==,first-payment,2023-03-30 00:00:00.000000 UTC
M3cXWQUJUjGUHsAqsBQqqw==,first-payment,2023-02-20 00:00:00.000000 UTC
hP7Tl3JmC5aA7PjGcfQzkw==,first-payment,2023-02-21 00:00:00.000000 UTC
k6pDGkSc/C7i19DaiU0VTg==,first-payment,2023-02-20 00:00:00.000000 UTC
wGbxmwWyvyEyNCiv8aRwog==,first-payment,2023-02-18 00:00:00.000000 UTC
k6DADYzakDsbdBUWkgEwSg==,first-payment,2023-06-16 00:00:00.000000 UTC
l40FAVxXwx5UhuiY4kS86Q==,first-payment,2023-04-03 00:00:00.000000 UTC
KTNrMwomS5/PSelOFhxP2Q==,first-payment,2023-01-27 00:00:00.000000 UTC
8J353sHNu0tDc9vVt5Gdag==,first-payment,2023-01-29 00:00:00.000000 UTC
W7F0LaN6LsbOTdwiIQULaw==,first-payment,2023-02-17 00:00:00.000000 UTC
L1Tu+KqLrB1Pzhs2xhqW7Q==,first-payment,2023-03-30 00:00:00.000000 UTC
qCQvV0WqzF+6oXZ6Trz50w==,first-payment,2023-01-26 00:00:00.000000 UTC
N1Ta91LrIEqZq7MraWfLJA==,first-payment,2023-03-02 00:00:00.000000 UTC
b9Hk8GLWNaZpfcWzkIwHGA==,first-payment,2023-04-22 00:00:00.000000 UTC
0izMqM0mof1GTaavHC82mQ==,first-payment,2023-04-01 00:00:00.000000 UTC
JImBLfr5g/KVz5noHatZZw==,first-payment,2023-02-16 00:00:00.000000 UTC
wKS0iVPY9PNzxdbD9WKQlA==,first-payment,2023-03-31 00:00:00.000000 UTC
vwsW7ahZcid5izc3vVhejA==,first-payment,2023-05-06 00:00:00.000000 UTC
f4Kuq5lrfK7fyT3NGQt1mA==,first-payment,2023-06-05 00:00:00.000000 UTC
ldKLPykkm1byOmQTMi9aQQ==,first-payment,2023-02-02 00:00:00.000000 UTC
AjOAGrPWW4xzbxOW64UB3g==,first-payment,2023-03-31 00:00:00.000000 UTC
oq2+/a5odXjX+LkX+Nariw==,first-payment,2023-09-16 00:00:00.000000 UTC
opl5mZjz1kLDNaaS+uhV+A==,first-payment,2023-02-19 00:00:00.000000 UTC
enHuHFfT+H4oCw2kIGmfhA==,first-payment,2023-02-24 00:00:00.000000 UTC
